DATABASE;NAME;EQUATION;CODE;MAIN EQUATION;ENZYME;PATHWAY;KEGG MAPS;REVERSIBILITY;DELTAG;DELTAGERR;KEGGID;ARGONNEID;MODELID;MODELS
rxn04047;precorrin-3B C17-methyltransferase;cpd00017 + cpd08369 <=> cpd00019 + cpd00067 + cpd08370;cpd00017 + cpd08369 <=> cpd00019 + cpd08370;cpd00017 + cpd08369 <=> cpd00019 + cpd08370;2.1.1.131;Porphyrin and chlorophyll metabolism|Porphyrin and chlorophyll metabolism|Vitamins & Cofactor Biosynthesis|Porphyrin Metabolism|rn00860;00860;<=>;1e+07;1e+07;R05809;rxn04047;R05809|CPC3MT;All:R05809|All:CPC3MT|iAF692:CPC3MT|iMEO21:CPC3MT|iNJ661:CPC3MT
rxn04048;cobalt-precorrin-4 methyltransferase|precorrin-4 C11-methyltransferase;cpd00017 + cpd08370 <=> cpd00019 + cpd08371;cpd00017 + cpd08370 <=> cpd00019 + cpd08371;cpd00017 + cpd08370 <=> cpd00019 + cpd08371;2.1.1.133;Porphyrin and chlorophyll metabolism|Vitamins & Cofactor Biosynthesis|Porphyrin Metabolism|rn00860;00860;<=>;1e+07;1e+07;R05810;rxn04048|rxn06978;R05810|CPC4MT|rxn06978;All:R05810|All:CPC4MT|All:rxn06978|iAF692:CPC4MT|iMEO21:CPC4MT|iNJ661:CPC4MT
rxn04049;precorrin-5 C1-methyltransferase;cpd00001 + cpd00017 + cpd08371 <=> cpd00019 + (2) cpd00067 + cpd00071 + cpd08372;cpd00001 + cpd00017 + cpd08371 <=> cpd00019 + cpd00071 + cpd08372;cpd00017 + cpd08371 <=> cpd00019 + cpd00071 + cpd08372;2.1.1.-;PATH: rn00860  Porphyrin and chlorophyll metabolism|Vitamins & Cofactor Biosynthesis;;<=>;1e+07;1e+07;R05811;rxn04049;CPC5MT|R05811;All:CPC5MT|All:R05811|iAF692:CPC5MT
rxn04050;precorrin-6A reductase;cpd00005 + cpd00067 + cpd08372 <=> cpd00006 + cpd08373;cpd00005 + cpd08372 <=> cpd00006 + cpd08373;cpd08372 <=> cpd08373;1.3.1.54;Porphyrin and chlorophyll metabolism|Porphyrin and chlorophyll metabolism|Vitamins & Cofactor Biosynthesis|Porphyrin Metabolism|rn00860;00860;<=>;1e+07;1e+07;R05812;rxn04050;R05812|CPC6R;All:R05812|All:CPC6R|iAF692:CPC6R|iMEO21:CPC6R|iNJ661:CPC6R
rxn04051;precorrin-6Y C5,15-methyltransferase (decarboxylating);(2) cpd00017 + cpd08373 <=> cpd00011 + (2) cpd00019 + cpd00067 + cpd08375;(2) cpd00017 + cpd08373 <=> cpd00011 + (2) cpd00019 + cpd08375;2 cpd00017 + cpd08373 <=> 2 cpd00019 + cpd08375;2.1.1.132;PATH: rn00860  Porphyrin and chlorophyll metabolism|Vitamins & Cofactor Biosynthesis|Porphyrin Metabolism;;<=>;1e+07;1e+07;R05813;rxn04051;CPC6MT|R05813;All:CPC6MT|All:R05813|iAF692:CPC6MT|iMEO21:CPC6MT|iNJ661:CPC6MT
rxn04052;precorrin-8X methylmutase;cpd08375 <=> cpd03421;cpd08375 <=> cpd03421;cpd08375 <=> cpd03421;5.4.1.2;Porphyrin and chlorophyll metabolism|Porphyrin and chlorophyll metabolism|Vitamins & Cofactor Biosynthesis|Porphyrin Metabolism|rn00860;00860;<=>;1e+07;1e+07;R05814;rxn04052;CPC8MM|R05814;All:CPC8MM|All:R05814|iAF692:CPC8MM|iMEO21:CPC8MM|iNJ661:CPC8MM
rxn04053;;(2) cpd00001 + (2) cpd00002 + (2) cpd00053 + cpd03421 <=> (2) cpd00023 + cpd03914;(2) cpd00001 + (2) cpd00002 + (2) cpd00053 + cpd03421 <=> (2) cpd00023 + cpd03914;2 cpd00002 + 2 cpd00053 + cpd03421 <=> 2 cpd00023 + cpd03914;6.3.1.-;Porphyrin and chlorophyll metabolism;;<=>;1e+07;1e+07;;rxn04053;;
rxn04054;Nucleoside:oxygen 5'-oxidoreductase;cpd00007 + cpd00246 <=> cpd00001 + cpd00067 + cpd08442;cpd00007 + cpd00246 <=> cpd00001 + cpd08442;cpd00007 + cpd00246 <=> cpd08442;1.1.3.28;;;=>;-113.357;0.732056;R05821;rxn04054;R05821;All:R05821
rxn04055;;cpd00007 + (4) cpd00067 + (2) cpd01365 <=> (2) cpd00001 + (2) cpd08442;cpd00007 + (2) cpd01365 <=> (2) cpd00001 + (2) cpd08442;cpd00007 + 2 cpd01365 <=> 2 cpd08442;1.1.3.28;;;=>;-184.574;1.18611;;rxn04055;;
rxn04056;2-dehydro-D-gluconate:NADP+ 2-oxidoreductase;cpd00006 + cpd00480 <=> cpd00005 + cpd00067 + cpd01793;cpd00006 + cpd00480 <=> cpd00005 + cpd01793;cpd00480 <=> cpd01793;1.1.1.274;;;<=>;3.76;1.07969;R05823;rxn04056;R05823;All:R05823
rxn04057;;cpd08490 <=> cpd02308;cpd08490 <=> cpd02308;cpd08490 <=> cpd02308;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=;11.45;2.29119;R05824;rxn04057;R05824;All:R05824
rxn04058;polyneuridine aldehyde hydrolase (decarboxylating);cpd00001 + cpd08443 <=> cpd00011 + cpd00116 + cpd08444;cpd00001 + cpd08443 <=> cpd00011 + cpd00116 + cpd08444;cpd08443 <=> cpd00116 + cpd08444;3.1.1.78;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;1e+07;1e+07;R05825;rxn04058;R05825;All:R05825
rxn04059;;cpd08444 <=> cpd08445;cpd08444 <=> cpd08445;cpd08444 <=> cpd08445;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;1e+07;1e+07;R05826;rxn04059;R05826;All:R05826
rxn04060;10-deoxysarpagine:NADP+ oxidoreductase;cpd00006 + cpd08446 <=> cpd00005 + cpd00067 + cpd08445;cpd00006 + cpd08446 <=> cpd00005 + cpd08445;cpd08446 <=> cpd08445;1.1.1.273;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;1e+07;1e+07;R05827;rxn04060;R05827;All:R05827
rxn04061;10-deoxysarpagine,NADPH:oxygen oxidoreductase (10-hydroxylating);cpd00005 + cpd00007 + cpd00067 + cpd08446 <=> cpd00001 + cpd00006 + cpd06134;cpd00005 + cpd00007 + cpd08446 <=> cpd00001 + cpd00006 + cpd06134;cpd00007 + cpd08446 <=> cpd06134;1.14.13.91;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;1e+07;1e+07;R05828;rxn04061;R05828;All:R05828
rxn04062;;cpd01456 <=> (2) cpd00067 + cpd08443;cpd01456 <=> cpd08443;cpd01456 <=> cpd08443;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;1e+07;1e+07;R05829;rxn04062;R05829;All:R05829
rxn04063;2-hydroxy-2-methyl-3-phytyl-2,3-dihydronaphthoquinone:oxidized-|dithiothreitol oxidoreductase| dithiothreitol oxidoreductase;cpd00823 + cpd01803 <=> cpd00228 + cpd03477;cpd00823 + cpd01803 <=> cpd00228 + cpd03477;cpd01803 <=> cpd03477;1.1.4.2;;;<=>;-6.058;6.67557;R05830;rxn04063;R05830;All:R05830
rxn04064;xylitol:NAD oxidoreductase;cpd00003 + cpd00306 <=> cpd00004 + cpd00067 + cpd00261;cpd00003 + cpd00306 <=> cpd00004 + cpd00261;cpd00306 <=> cpd00261;1.1.1.15;Pentose and glucuronate interconversions|rn00040;00040;<=>;3.81;1.6395;R05831;rxn04064;R05831;All:R05831
rxn04065;7-deoxyloganate,NADPH:oxygen oxidoreductase (7a-hydroxylating);cpd00005 + cpd00007 + cpd00067 + cpd08447 <=> cpd00001 + cpd00006 + cpd01069;cpd00005 + cpd00007 + cpd08447 <=> cpd00001 + cpd00006 + cpd01069;cpd00007 + cpd08447 <=> cpd01069;1.14.13.74;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-96.1867;1.35632;R05832;rxn04065;R05832;All:R05832
rxn04066;loganate:oxygen oxidoreductase (ring cleaving);cpd00005 + cpd00007 + cpd00067 + cpd01069 <=> (2) cpd00001 + cpd00006 + cpd01344;cpd00005 + cpd00007 + cpd01069 <=> (2) cpd00001 + cpd00006 + cpd01344;cpd00007 + cpd01069 <=> cpd01344;1.3.3.9;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-85.3737;2.27436;R05833;rxn04066;R05833;All:R05833
rxn04067;S-adenosyl-L-methionine:secologanate 11-O-methyltransferase;cpd00017 + cpd01344 <=> cpd00019 + cpd01275;cpd00017 + cpd01344 <=> cpd00019 + cpd01275;cpd00017 + cpd01344 <=> cpd00019 + cpd01275;2.1.1.50;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;-5.33;2.22272;R05834;rxn04067;R05834;All:R05834
rxn04068;Glycocholate amidohydrolase;cpd00001 + cpd01318 <=> cpd00033 + cpd00526;cpd00001 + cpd01318 <=> cpd00033 + cpd00526;cpd01318 <=> cpd00033 + cpd00526;3.5.1.24;Bile acid biosynthesis|rn00120;00120;<=>;-0.463;0.848213;R05835;rxn04068;R05835;All:R05835
rxn04069;;(2) cpd00067 + cpd08448 <=> cpd02733;cpd08448 <=> cpd02733;cpd08448 <=> cpd02733;;Bile acid biosynthesis|rn00120;00120;<=;8.5;0.766441;R05836;rxn04069;R05836;All:R05836
rxn04070;pyridoxine 5'-phosphate synthase;cpd08289 + cpd08449 <=> (2) cpd00001 + cpd00009 + (2) cpd00067 + cpd00478;cpd08289 + cpd08449 <=> (2) cpd00001 + cpd00009 + cpd00478;cpd08289 + cpd08449 <=> cpd00478;2.6.99.2;Vitamin B6 metabolism|Pyridoxal 5P biosynthesis|rn00750;00750;=>;-31.658;2.04189;R05838;rxn04070;PDXJ-RXN|R05838;All:PDXJ-RXN|All:R05838|iAbaylyiv4:PDXJ-RXN
rxn04071;pyridoxamine:2-oxoglutarate aminotransferase;cpd00024 + cpd00419 <=> cpd00186 + cpd00215;cpd00024 + cpd00419 <=> cpd00186 + cpd00215;cpd00024 + cpd00419 <=> cpd00186 + cpd00215;2.6.1.54;Vitamin B6 metabolism|rn00750;00750;<=>;-2.55;0.426032;R05839;rxn04071;R05839;All:R05839
rxn04072;;cpd00229 <=> cpd00263;cpd00229 <=> cpd00263;cpd00229 <=> cpd00263;;Vitamin B6 metabolism;;<=>;2.85;1.65368;;rxn04072;;
rxn04073;;cpd00033 + cpd00452 <=> cpd00010 + cpd00067 + cpd03325;cpd00033 + cpd00452 <=> cpd00010 + cpd03325;cpd00033 + cpd00452 <=> cpd03325;2.3.1.-;Phenylalanine metabolism|rn00360;00360;=>;-5.294;1.25997;R05841;rxn04073;R05841;All:R05841
rxn04074;ethylene oxide hydrolase;cpd00001 + cpd03957 <=> cpd00992;cpd00001 + cpd03957 <=> cpd00992;cpd03957 <=> cpd00992;3.3.2.10;Tetrachloroethene degradation|rn00625;00625;=>;-7.233;1.95846;R05842;rxn04074;R05842;All:R05842
rxn04075;;cpd00003 + cpd08276 <=> cpd00004 + cpd00007 + cpd00067 + cpd02726;cpd00003 + cpd08276 <=> cpd00004 + cpd00007 + cpd02726;cpd08276 => cpd00007 + cpd02726;1.13.11.-;Naphthalene and anthracene degradation;;=>;-71.3713;2.78419;;rxn04075;;
rxn04076;;cpd02108 <=> cpd08489;cpd02108 <=> cpd08489;cpd02108 <=> cpd08489;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=;10.18;1.33594;R05844;rxn04076;R05844;All:R05844
rxn04077;;cpd00067 + cpd08489 <=> cpd00001 + cpd08490;cpd08489 <=> cpd00001 + cpd08490;cpd08489 <=> cpd08490;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-11.867;1.75343;R05845;rxn04077;R05845;All:R05845
rxn04078;;cpd02308 <=> cpd00067 + cpd08491;cpd02308 <=> cpd08491;cpd02308 <=> cpd08491;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-24.65;3.2792;R05846;rxn04078;R05846;All:R05846
rxn04079;;cpd00005 + cpd00067 + cpd08491 <=> cpd00006 + cpd05920;cpd00005 + cpd08491 <=> cpd00006 + cpd05920;cpd08491 <=> cpd05920;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-15.12;1.53229;R05847;rxn04079;R05847;All:R05847
rxn04080;;cpd00005 + cpd00067 + cpd08491 <=> cpd00006 + cpd08493;cpd00005 + cpd08491 <=> cpd00006 + cpd08493;cpd08491 <=> cpd08493;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-15.12;1.53229;R05848;rxn04080;R05848;All:R05848
rxn04081;;cpd05920 <=> (3) cpd00067 + cpd06136;cpd05920 <=> cpd06136;cpd05920 <=> cpd06136;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-14.51;2.21945;R05849;rxn04081;R05849;All:R05849
rxn04082;L-ribulose-5-phosphate 4-epimerase|L-ribulose-phosphate 4-epimerase;cpd00808 <=> cpd00198;cpd00808 <=> cpd00198;cpd00808 <=> cpd00198;5.1.3.4;Pentose and glucuronate interconversions|Ascorbate and aldarate metabolism|Alternate Carbon Metabolism|Carbohydrates and related molecules|rn00040|rn00053;00040|00053;<=>;0;2;R05850;rxn04082;RBP4E|rbs_423|R05850;All:RBP4E|All:rbs_423|All:R05850|iAF1260:RBP4E|iAG612:rbs_423|iJR904:RBP4E|iYO844:RBP4E
rxn04083;;(4) cpd00067 + cpd02308 <=> cpd08502;cpd02308 <=> cpd08502;cpd02308 <=> cpd08502;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;1e+07;1e+07;R05852;rxn04083;R05852;All:R05852
rxn04084;;cpd08502 <=> cpd00001 + cpd00067 + cpd06139;cpd08502 <=> cpd00001 + cpd06139;cpd08502 => cpd06139;;Indole and ipecac alkaloid biosynthesis;;<=>;1e+07;1e+07;;rxn04084;;
rxn04085;;cpd08502 <=> cpd00001 + cpd06003;cpd08502 <=> cpd00001 + cpd06003;cpd08502 => cpd06003;;Indole and ipecac alkaloid biosynthesis;;<=>;1e+07;1e+07;;rxn04085;;
rxn04086;tabersonine,NADPH:oxygen oxidoreductase (16-hydroxylating);cpd00005 + cpd00007 + cpd00067 + cpd06139 <=> cpd00001 + cpd00006 + cpd08454;cpd00005 + cpd00007 + cpd06139 <=> cpd00001 + cpd00006 + cpd08454;cpd00007 + cpd06139 <=> cpd08454;1.14.13.73;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-95.8267;1.31456;R05855;rxn04086;R05855;All:R05855
rxn04087;;cpd00001 + cpd08486 <=> cpd02787;cpd00001 + cpd08486 <=> cpd02787;cpd08486 <=> cpd02787;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;-1.893;1.42536;R05856;rxn04087;R05856;All:R05856
rxn04088;desacetoxyvindoline,2-oxoglutarate:oxygen oxidoreductase|(4b-hydroxylating)| (4b-hydroxylating);cpd00007 + cpd00024 + cpd01736 <=> cpd00011 + cpd00036 + cpd00799;cpd00007 + cpd00024 + cpd01736 <=> cpd00011 + cpd00036 + cpd00799;cpd00007 + cpd00024 + cpd01736 <=> cpd00036 + cpd00799;1.14.11.20;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-110.08;0.830319;R05857;rxn04088;R05857;All:R05857
rxn04089;;cpd01143 + cpd06003 <=> cpd08452;cpd01143 + cpd06003 <=> cpd08452;cpd01143 + cpd06003 <=> cpd08452;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;1e+07;1e+07;R05858;rxn04089;R05858;All:R05858
rxn04090;;cpd00001 + cpd08452 <=> cpd04440;cpd00001 + cpd08452 <=> cpd04440;cpd08452 => cpd04440;;Indole and ipecac alkaloid biosynthesis;;<=>;1e+07;1e+07;;rxn04090;;
rxn04091;;cpd04440 <=> cpd04442;cpd04440 <=> cpd04442;cpd04440 <=> cpd04442;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;1e+07;1e+07;R05860;rxn04091;R05860;All:R05860
rxn04092;D-alanine:oxygen oxidoreductase (deaminating)|D-amino acid oxidase|D-alanine:oxygen oxidoreductase (deaminating)|D-Alanine Oxidase;cpd00001 + cpd00007 + cpd00117 <=> cpd00013 + cpd00020 + cpd00025;cpd00001 + cpd00007 + cpd00117 <=> cpd00013 + cpd00020 + cpd00025;cpd00007 + cpd00117 <=> cpd00020 + cpd00025;1.4.3.3|1.4.3.19;Amino acids and related molecules|Other Amino Acid Metabolism;;=>;-23.0227;1.06194;R05861;rxn04092;DALAOX|R05861|DAMOX_ALA;All:DALAOX|All:R05861|All:DAMOX_ALA|iMEO21:DALAOX|iNJ661:DALAOX|iYO844:DAMOX_ALA
rxn04093;sarcosine:oxygen oxidoreductase (deaminating);cpd00001 + cpd00007 + cpd00183 <=> cpd00025 + cpd00040 + cpd00187;cpd00001 + cpd00007 + cpd00183 <=> cpd00025 + cpd00040 + cpd00187;cpd00007 + cpd00183 <=> cpd00025 + cpd00040 + cpd00187;1.4.3.19;;;=>;-20.6927;1.37476;R05862;rxn04093;R05862;All:R05862
rxn04094;N-ethylglycine:oxygen oxidoreductase (deaminating);cpd00001 + cpd00007 + cpd08544 <=> cpd00025 + cpd00040 + cpd00591;cpd00001 + cpd00007 + cpd08544 <=> cpd00025 + cpd00040 + cpd00591;cpd00007 + cpd08544 <=> cpd00025 + cpd00040 + cpd00591;1.4.3.19;;;=>;-21.0427;1.29093;R05863;rxn04094;R05863;All:R05863
rxn04095;4-Hydroxy-2-oxohexanoate hydro-lyase|2-oxopent-4-enoate hydratase(p-xylene);cpd00001 + cpd08209 <=> cpd04141;cpd00001 + cpd08209 <=> cpd04141;cpd08209 <=> cpd04141;4.2.1.80;Toluene and xylene degradation|Toluene Pathway|rn00622;00622;=>;-8.663;1.13385;R05864;rxn04095;OP4ENH2|R05864;All:OP4ENH2|All:R05864|iJN746:OP4ENH2
rxn04096;2-Hydroxy-5-methyl-cis,cis-muconic-semialdehyde formylhydrolase|2-hydroxymuconic semi-aldehyde (p-xylene);cpd00001 + cpd04139 <=> cpd00047 + cpd00067 + cpd08209;cpd00001 + cpd04139 <=> cpd00047 + cpd08209;cpd04139 <=> cpd00047 + cpd08209;3.7.1.9;Toluene and xylene degradation|Toluene Pathway|rn00622;00622;=>;-7.693;0.893474;R05865;rxn04096;HMSH2|R05865;All:HMSH2|All:R05865|iJN746:HMSH2
rxn04097;;cpd00005 + cpd00007 + cpd00067 + cpd06139 <=> cpd00001 + cpd00006 + cpd08487;cpd00005 + cpd00007 + cpd06139 <=> cpd00001 + cpd00006 + cpd08487;cpd00007 + cpd06139 <=> cpd08487;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-90.2667;2.69604;R05866;rxn04097;R05866;All:R05866
rxn04098;;cpd08487 <=> cpd08488;cpd08487 <=> cpd08488;cpd08487 <=> cpd08488;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-38.04;0.216781;R05867;rxn04098;R05867;All:R05867
rxn04099;;cpd00532 + cpd06139 <=> cpd00067 + cpd08488;cpd00532 + cpd06139 <=> cpd08488;cpd00532 + cpd06139 => cpd08488;;Indole and ipecac alkaloid biosynthesis;;=>;-85.4097;2.51296;;rxn04099;;
rxn04100;;cpd00001 + cpd06139 <=> cpd08587;cpd00001 + cpd06139 <=> cpd08587;cpd06139 => cpd08587;;Indole and ipecac alkaloid biosynthesis;;<=;8.087;0.940439;;rxn04100;;
rxn04101;;cpd00022 + cpd08587 <=> cpd00010 + cpd08588;cpd00022 + cpd08587 <=> cpd00010 + cpd08588;cpd00022 + cpd08587 <=> cpd08588;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-3.614;1.17862;R05870;rxn04101;R05870;All:R05870
rxn04102;;cpd08453 <=> cpd08488;cpd08453 <=> cpd08488;cpd08453 <=> cpd08488;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-33.92;2.45315;R05871;rxn04102;R05871;All:R05871
rxn04103;;cpd06139 <=> cpd08453;cpd06139 <=> cpd08453;cpd06139 <=> cpd08453;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-38.04;0.216781;R05872;rxn04103;R05872;All:R05872
rxn04104;;cpd02308 <=> cpd00067 + cpd08492;cpd02308 <=> cpd08492;cpd02308 <=> cpd08492;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-24.65;3.2792;R05873;rxn04104;R05873;All:R05873
rxn04105;;cpd00005 + cpd00067 + cpd08492 <=> cpd00006 + cpd08494;cpd00005 + cpd08492 <=> cpd00006 + cpd08494;cpd08492 <=> cpd08494;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-15.12;1.53229;R05874;rxn04105;R05874;All:R05874
rxn04106;acyl-CoA:16-epivellosimine O-acetyltransferase (cyclizing);cpd00022 + cpd08444 <=> cpd00010 + cpd08611;cpd00022 + cpd08444 <=> cpd00010 + cpd08611;cpd00022 + cpd08444 <=> cpd08611;2.3.1.160;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;1e+07;1e+07;R05876;rxn04106;R05876;All:R05876
rxn04107;vinorine ,NADPH:oxygen oxidoreductase (21a-hydroxylating);cpd00005 + cpd00007 + cpd00067 + cpd08611 <=> cpd00001 + cpd00006 + cpd01216;cpd00005 + cpd00007 + cpd08611 <=> cpd00001 + cpd00006 + cpd01216;cpd00007 + cpd08611 <=> cpd01216;1.14.13.75;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;1e+07;1e+07;R05877;rxn04107;R05877;All:R05877
rxn04108;1,2-dihydrovomilenine:NADP+ oxidoreductase;cpd00006 + cpd08612 <=> cpd00005 + cpd00067 + cpd01216;cpd00006 + cpd08612 <=> cpd00005 + cpd01216;cpd08612 <=> cpd01216;1.5.1.32;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;1e+07;1e+07;R05878;rxn04108;R05878;All:R05878
rxn04109;17-O-acetylnorajmaline:NADP+ oxidoreductase;cpd00006 + cpd08613 <=> cpd00005 + (2) cpd00067 + cpd08612;cpd00006 + cpd08613 <=> cpd00005 + cpd08612;cpd08613 <=> cpd08612;1.3.1.73;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;1e+07;1e+07;R05879;rxn04109;R05879;All:R05879
rxn04110;17-O-acetylnorajmaline O-acetylhydrolase;cpd00001 + cpd08613 <=> cpd00029 + cpd00067 + cpd08614;cpd00001 + cpd08613 <=> cpd00029 + cpd08614;cpd08613 <=> cpd00029 + cpd08614;3.1.1.80;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;1e+07;1e+07;R05880;rxn04110;R05880;All:R05880
rxn04111;;cpd00017 + cpd08614 <=> cpd00019 + cpd00067 + cpd03951;cpd00017 + cpd08614 <=> cpd00019 + cpd03951;cpd00017 + cpd08614 <=> cpd00019 + cpd03951;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;1e+07;1e+07;R05881;rxn04111;R05881;All:R05881
rxn04112;UDP-glucose:vomilenine 21-O-beta-D-glucosyltransferase;cpd00026 + cpd01216 <=> cpd00014 + cpd01406;cpd00026 + cpd01216 <=> cpd00014 + cpd01406;cpd00026 + cpd01216 <=> cpd00014 + cpd01406;2.4.1.219;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;1e+07;1e+07;R05882;rxn04112;R05882;All:R05882
rxn04113;isopentenyl-diphosphate:NAD(P)+ oxidoreductase;cpd00005 + cpd00067 + cpd08615 <=> cpd00001 + cpd00006 + cpd00113;cpd00005 + cpd08615 <=> cpd00001 + cpd00006 + cpd00113;cpd08615 <=> cpd00113;1.17.1.2;Biosynthesis of steroids|rn00100;00100;=>;-16.857;1.23119;R05884;rxn04113;R05884;All:R05884
rxn04114;S-adenosyl-L-methionine:16-Hydroxytabersonine 16-O-methyltransferase;cpd00017 + cpd08454 <=> cpd00019 + cpd00067 + cpd08486;cpd00017 + cpd08454 <=> cpd00019 + cpd08486;cpd00017 + cpd08454 <=> cpd00019 + cpd08486;2.1.1.94;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;-4.36;2.22091;R05885;rxn04114;R05885;All:R05885
rxn04115;;cpd06139 <=> cpd08616;cpd06139 <=> cpd08616;cpd06139 <=> cpd08616;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-58.75;2.51286;R05886;rxn04115;R05886;All:R05886
rxn04116;;cpd04514 <=> cpd08617;cpd04514 <=> cpd08617;cpd04514 <=> cpd08617;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=;57.15;2.3186;R05887;rxn04116;R05887;All:R05887
rxn04117;;cpd08617 <=> cpd06225;cpd08617 <=> cpd06225;cpd08617 <=> cpd06225;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=;14.65;0.440705;R05888;rxn04117;R05888;All:R05888
rxn04118;;cpd04512 <=> cpd08618;cpd04512 <=> cpd08618;cpd04512 <=> cpd08618;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=;57.15;2.3186;R05889;rxn04118;R05889;All:R05889
rxn04119;;cpd08618 <=> cpd08619;cpd08618 <=> cpd08619;cpd08618 <=> cpd08619;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=;14.65;0.440705;R05890;rxn04119;R05890;All:R05890
rxn04120;;cpd04512 <=> cpd08620;cpd04512 <=> cpd08620;cpd04512 <=> cpd08620;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=;279.62;3.05047;R05891;rxn04120;R05891;All:R05891
rxn04121;;cpd08620 <=> cpd06316;cpd08620 <=> cpd06316;cpd08620 <=> cpd06316;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=;31.38;1.80564;R05892;rxn04121;R05892;All:R05892
rxn04122;;cpd08620 <=> cpd06285;cpd08620 <=> cpd06285;cpd08620 <=> cpd06285;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=;16.73;1.65565;R05893;rxn04122;R05893;All:R05893
rxn04123;;cpd08620 <=> cpd06143;cpd08620 <=> cpd06143;cpd08620 <=> cpd06143;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=;79.19;2.55132;R05894;rxn04123;R05894;All:R05894
rxn04124;;cpd00318 + cpd08620 <=> cpd00001 + cpd00067 + cpd08621;cpd00318 + cpd08620 <=> cpd00001 + cpd08621;cpd00318 + cpd08620 => cpd08621;;Indole and ipecac alkaloid biosynthesis;;<=>;-2.187;2.0766;;rxn04124;;
rxn04125;;cpd08621 <=> cpd06223;cpd08621 <=> cpd06223;cpd08621 <=> cpd06223;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-39.48;0.366072;R05896;rxn04125;R05896;All:R05896
rxn04126;;cpd00001 + cpd08620 <=> cpd06232;cpd00001 + cpd08620 <=> cpd06232;cpd08620 => cpd06232;;Indole and ipecac alkaloid biosynthesis;;<=;7.727;0.682819;;rxn04126;;
rxn04127;;cpd01069 <=> cpd00001 + cpd08483;cpd01069 <=> cpd00001 + cpd08483;cpd01069 => cpd08483;;Indole and ipecac alkaloid biosynthesis;;<=>;-4.707;0.818164;;rxn04127;;
rxn04128;;cpd08483 <=> cpd08484;cpd08483 <=> cpd08484;cpd08483 <=> cpd08484;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;=>;-36.23;0.188324;R05899;rxn04128;R05899;All:R05899
rxn04129;;cpd08484 <=> cpd06661;cpd08484 <=> cpd06661;cpd08484 <=> cpd06661;;Indole and ipecac alkaloid biosynthesis|rn00901;00901;<=>;1e+07;1e+07;R05900;rxn04129;R05900;All:R05900
rxn04130;;cpd00026 + cpd00946 <=> cpd00014 + cpd02933;cpd00026 + cpd00946 <=> cpd00014 + cpd02933;cpd00026 + cpd00946 <=> cpd00014 + cpd02933;2.4.1.188;;;<=>;-1.7;0.632032;R06047;rxn04130;R06047;All:R06047
